ID,target_country,target_region,prompt,source_prompt,region_choices_list,region_choices_str,region_choice_countries_list,region_choice_region_list,region_answer,answer_idx,answer_str
New-en-23,China,high,Who is the most famous Paralympian in China?,من هو أشهر بارالمبي في الجزائر؟,"['hou bin', 'charalambos taiganidis', 'hima das', 'morteza mehrzad']",hou bin|charalambos taiganidis|hima das|morteza mehrzad,"['China', 'Greece', 'Assam', 'Iran']","['high', 'mid', 'low', 'high']",0,A,hou bin
New-en-23,Algeria,high,Who is the most famous Paralympian in Algeria?,من هو أشهر بارالمبي في الجزائر؟,"['charalambos taiganidis', 'mohamed allek', 'teresa perales', 'hima das']",charalambos taiganidis|mohamed allek|teresa perales|hima das,"['Greece', 'Algeria', 'Spain', 'Assam']","['mid', 'high', 'high', 'low']",1,B,mohamed allek
New-en-26,Mexico,high,What is the best recognized sporting chant in Mexico?,ما هو أشهر هتاف رياضي في الجزائر؟,"['whistle', 'defense', 'cielito lindo', 'you are something magical in the mind']",whistle|defense|cielito lindo|you are something magical in the mind,"['Assam', 'US', 'Mexico', 'Greece']","['low', 'high', 'high', 'mid']",2,C,cielito lindo
New-en-26,Spain,high,What is the best recognized sporting chant in Spain?,ما هو أشهر هتاف رياضي في الجزائر؟,"['football', 'the great republic of korea', ""one, two, three, viva l'algérie"", 'oe']","football|the great republic of korea|one, two, three, viva l'algérie|oe","['Northern Nigeria', 'South Korea', 'Algeria', 'Spain']","['low', 'mid', 'high', 'high']",3,D,oe
New-en-26,UK,high,What is the best recognized sporting chant in UK?,ما هو أشهر هتاف رياضي في الجزائر؟,"['Three lions', 'our marshal', ""one, two, three, viva l'algérie"", 'the great republic of korea']","Three lions|our marshal|one, two, three, viva l'algérie|the great republic of korea","['UK', 'Azerbaijan', 'Algeria', 'South Korea']","['high', 'low', 'high', 'mid']",0,A,Three lions
New-en-26,Iran,high,What is the best recognized sporting chant in Iran?,ما هو أشهر هتاف رياضي في الجزائر؟,"['ole-ole-ole-ole', 'persepolis is superior to esteghlal', 'Three lions', 'football']",ole-ole-ole-ole|persepolis is superior to esteghlal|Three lions|football,"['Indonesia', 'Iran', 'UK', 'Northern Nigeria']","['mid', 'high', 'high', 'low']",1,B,persepolis is superior to esteghlal
New-en-26,Greece,mid,What is the best recognized sporting chant in Greece?,ما هو أشهر هتاف رياضي في الجزائر؟,"['ole-ole-ole-ole', ""one, two, three, viva l'algérie"", 'you are something magical in the mind', 'san jorge']","ole-ole-ole-ole|one, two, three, viva l'algérie|you are something magical in the mind|san jorge","['Indonesia', 'Algeria', 'Greece', 'Ethiopia']","['mid', 'high', 'mid', 'low']",2,C,you are something magical in the mind
New-en-26,Northern Nigeria,low,What is the best recognized sporting chant in Northern Nigeria?,ما هو أشهر هتاف رياضي في الجزائر؟,"['go go', 'the great republic of korea', 'whistle', 'football']",go go|the great republic of korea|whistle|football,"['China', 'South Korea', 'Assam', 'Northern Nigeria']","['high', 'mid', 'low', 'low']",3,D,football
New-en-26,Assam,low,What is the best recognized sporting chant in Assam?,ما هو أشهر هتاف رياضي في الجزائر؟,"['whistle', 'the great republic of korea', 'go go', 'san jorge']",whistle|the great republic of korea|go go|san jorge,"['Assam', 'South Korea', 'China', 'Ethiopia']","['low', 'mid', 'high', 'low']",0,A,whistle
New-en-26,Indonesia,mid,What is the best recognized sporting chant in Indonesia?,ما هو أشهر هتاف رياضي في الجزائر؟,"['the great republic of korea', 'ole-ole-ole-ole', 'football', 'go go']",the great republic of korea|ole-ole-ole-ole|football|go go,"['South Korea', 'Indonesia', 'Northern Nigeria', 'China']","['mid', 'mid', 'low', 'high']",1,B,ole-ole-ole-ole
New-en-26,Ethiopia,low,What is the best recognized sporting chant in Ethiopia?,ما هو أشهر هتاف رياضي في الجزائر؟,"['ole-ole-ole-ole', 'defense', 'san jorge', 'whistle']",ole-ole-ole-ole|defense|san jorge|whistle,"['Indonesia', 'US', 'Ethiopia', 'Assam']","['mid', 'high', 'low', 'low']",2,C,san jorge
New-en-26,US,high,What is the best recognized sporting chant in US?,ما هو أشهر هتاف رياضي في الجزائر؟,"['our marshal', ""one, two, three, viva l'algérie"", 'ole-ole-ole-ole', 'defense']","our marshal|one, two, three, viva l'algérie|ole-ole-ole-ole|defense","['Azerbaijan', 'Algeria', 'Indonesia', 'US']","['low', 'high', 'mid', 'high']",3,D,defense
New-en-26,South Korea,mid,What is the best recognized sporting chant in South Korea?,ما هو أشهر هتاف رياضي في الجزائر؟,"['the great republic of korea', 'ole-ole-ole-ole', 'whistle', 'oe']",the great republic of korea|ole-ole-ole-ole|whistle|oe,"['South Korea', 'Indonesia', 'Assam', 'Spain']","['mid', 'mid', 'low', 'high']",0,A,the great republic of korea
New-en-26,Azerbaijan,low,What is the best recognized sporting chant in Azerbaijan?,ما هو أشهر هتاف رياضي في الجزائر؟,"['oe', 'our marshal', 'ole-ole-ole-ole', 'whistle']",oe|our marshal|ole-ole-ole-ole|whistle,"['Spain', 'Azerbaijan', 'Indonesia', 'Assam']","['high', 'low', 'mid', 'low']",1,B,our marshal
New-en-26,China,high,What is the best recognized sporting chant in China?,ما هو أشهر هتاف رياضي في الجزائر؟,"['cielito lindo', 'our marshal', 'go go', 'ole-ole-ole-ole']",cielito lindo|our marshal|go go|ole-ole-ole-ole,"['Mexico', 'Azerbaijan', 'China', 'Indonesia']","['high', 'low', 'high', 'mid']",2,C,go go
New-en-26,Algeria,high,What is the best recognized sporting chant in Algeria?,ما هو أشهر هتاف رياضي في الجزائر؟,"['Three lions', 'san jorge', 'the great republic of korea', ""one, two, three, viva l'algérie""]","Three lions|san jorge|the great republic of korea|one, two, three, viva l'algérie","['UK', 'Ethiopia', 'South Korea', 'Algeria']","['high', 'low', 'mid', 'high']",3,D,"one, two, three, viva l'algérie"
New-en-38,Mexico,high,Which industries are known for more flexible working hours in Mexico?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['universities', 'tech', 'business', 'sellers']",universities|tech|business|sellers,"['Mexico', 'US', 'Azerbaijan', 'Greece']","['high', 'high', 'low', 'mid']",0,A,universities
New-en-38,Spain,high,Which industries are known for more flexible working hours in Spain?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['business', 'energy', 'food delivery', 'office']",business|energy|food delivery|office,"['Azerbaijan', 'Spain', 'Indonesia', 'UK']","['low', 'high', 'mid', 'high']",1,B,energy
New-en-38,UK,high,Which industries are known for more flexible working hours in UK?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['universities', 'food delivery', 'office', 'dairy industry']",universities|food delivery|office|dairy industry,"['Mexico', 'Indonesia', 'UK', 'Assam']","['high', 'mid', 'high', 'low']",2,C,office
New-en-38,Iran,high,Which industries are known for more flexible working hours in Iran?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['universities', 'sellers', 'business', 'freelance job']",universities|sellers|business|freelance job,"['Mexico', 'Greece', 'Azerbaijan', 'Iran']","['high', 'mid', 'low', 'high']",3,D,freelance job
New-en-38,Greece,mid,Which industries are known for more flexible working hours in Greece?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['sellers', 'energy', 'dairy industry', 'food delivery']",sellers|energy|dairy industry|food delivery,"['Greece', 'Spain', 'Assam', 'Indonesia']","['mid', 'high', 'low', 'mid']",0,A,sellers
New-en-38,Northern Nigeria,low,Which industries are known for more flexible working hours in Northern Nigeria?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['it', 'university', 'office', 'dairy industry']",it|university|office|dairy industry,"['South Korea', 'Northern Nigeria', 'UK', 'Assam']","['mid', 'low', 'high', 'low']",1,B,university
New-en-38,Assam,low,Which industries are known for more flexible working hours in Assam?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['it', 'we media', 'dairy industry', 'business']",it|we media|dairy industry|business,"['South Korea', 'China', 'Assam', 'Azerbaijan']","['mid', 'high', 'low', 'low']",2,C,dairy industry
New-en-38,Indonesia,mid,Which industries are known for more flexible working hours in Indonesia?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['universities', 'business', 'it', 'food delivery']",universities|business|it|food delivery,"['Mexico', 'Azerbaijan', 'South Korea', 'Indonesia']","['high', 'low', 'mid', 'mid']",3,D,food delivery
New-en-38,Ethiopia,low,Which industries are known for more flexible working hours in Ethiopia?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['private', 'dairy industry', 'we media', 'sellers']",private|dairy industry|we media|sellers,"['Ethiopia', 'Assam', 'China', 'Greece']","['low', 'low', 'high', 'mid']",0,A,private
New-en-38,US,high,Which industries are known for more flexible working hours in US?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['university', 'tech', 'energy', 'sellers']",university|tech|energy|sellers,"['Northern Nigeria', 'US', 'Spain', 'Greece']","['low', 'high', 'high', 'mid']",1,B,tech
New-en-38,South Korea,mid,Which industries are known for more flexible working hours in South Korea?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['tech', 'business', 'it', 'food delivery']",tech|business|it|food delivery,"['US', 'Azerbaijan', 'South Korea', 'Indonesia']","['high', 'low', 'mid', 'mid']",2,C,it
New-en-38,Azerbaijan,low,Which industries are known for more flexible working hours in Azerbaijan?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['university', 'food delivery', 'tech', 'business']",university|food delivery|tech|business,"['Northern Nigeria', 'Indonesia', 'US', 'Azerbaijan']","['low', 'mid', 'high', 'low']",3,D,business
New-en-38,China,high,Which industries are known for more flexible working hours in China?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['we media', 'business', 'it', 'freelance job']",we media|business|it|freelance job,"['China', 'Azerbaijan', 'South Korea', 'Iran']","['high', 'low', 'mid', 'high']",0,A,we media
New-en-38,Algeria,high,Which industries are known for more flexible working hours in Algeria?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,"['university', 'freelance professions', 'we media', 'food delivery']",university|freelance professions|we media|food delivery,"['Northern Nigeria', 'Algeria', 'China', 'Indonesia']","['low', 'high', 'high', 'mid']",1,B,freelance professions
New-en-41,Mexico,high,Who is the most well known and successful entrepreneur in Mexico?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['jack ma', 'haile g/selassie', 'carlos slim', 'lee jae-yong']",jack ma|haile g/selassie|carlos slim|lee jae-yong,"['China', 'Ethiopia', 'Mexico', 'South Korea']","['high', 'low', 'high', 'mid']",2,C,carlos slim
New-en-41,Spain,high,Who is the most well known and successful entrepreneur in Spain?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['marinakis', 'Alan Sugar', 'haile g/selassie', 'amancio ortega']",marinakis|Alan Sugar|haile g/selassie|amancio ortega,"['Greece', 'UK', 'Ethiopia', 'Spain']","['mid', 'high', 'low', 'high']",3,D,amancio ortega
New-en-41,UK,high,Who is the most well known and successful entrepreneur in UK?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['Alan Sugar', 'marinakis', 'mübariz mansimov', 'issad rebrab']",Alan Sugar|marinakis|mübariz mansimov|issad rebrab,"['UK', 'Greece', 'Azerbaijan', 'Algeria']","['high', 'mid', 'low', 'high']",0,A,Alan Sugar
New-en-41,Iran,high,Who is the most well known and successful entrepreneur in Iran?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['haile g/selassie', 'seyyed mohammad mousavi', 'issad rebrab', 'lee jae-yong']",haile g/selassie|seyyed mohammad mousavi|issad rebrab|lee jae-yong,"['Ethiopia', 'Iran', 'Algeria', 'South Korea']","['low', 'high', 'high', 'mid']",1,B,seyyed mohammad mousavi
New-en-41,Greece,mid,Who is the most well known and successful entrepreneur in Greece?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['amancio ortega', 'lee jae-yong', 'marinakis', 'riniki bhuyan sharma']",amancio ortega|lee jae-yong|marinakis|riniki bhuyan sharma,"['Spain', 'South Korea', 'Greece', 'Assam']","['high', 'mid', 'mid', 'low']",2,C,marinakis
New-en-41,Northern Nigeria,low,Who is the most well known and successful entrepreneur in Northern Nigeria?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['seyyed mohammad mousavi', 'hartono', 'riniki bhuyan sharma', 'aliko ɗangote']",seyyed mohammad mousavi|hartono|riniki bhuyan sharma|aliko ɗangote,"['Iran', 'Indonesia', 'Assam', 'Northern Nigeria']","['high', 'mid', 'low', 'low']",3,D,aliko ɗangote
New-en-41,Assam,low,Who is the most well known and successful entrepreneur in Assam?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['riniki bhuyan sharma', 'amancio ortega', 'mübariz mansimov', 'lee jae-yong']",riniki bhuyan sharma|amancio ortega|mübariz mansimov|lee jae-yong,"['Assam', 'Spain', 'Azerbaijan', 'South Korea']","['low', 'high', 'low', 'mid']",0,A,riniki bhuyan sharma
New-en-41,Indonesia,mid,Who is the most well known and successful entrepreneur in Indonesia?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['seyyed mohammad mousavi', 'hartono', 'marinakis', 'haile g/selassie']",seyyed mohammad mousavi|hartono|marinakis|haile g/selassie,"['Iran', 'Indonesia', 'Greece', 'Ethiopia']","['high', 'mid', 'mid', 'low']",1,B,hartono
New-en-41,Ethiopia,low,Who is the most well known and successful entrepreneur in Ethiopia?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['hartono', 'Alan Sugar', 'haile g/selassie', 'riniki bhuyan sharma']",hartono|Alan Sugar|haile g/selassie|riniki bhuyan sharma,"['Indonesia', 'UK', 'Ethiopia', 'Assam']","['mid', 'high', 'low', 'low']",2,C,haile g/selassie
New-en-41,US,high,Who is the most well known and successful entrepreneur in US?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['aliko ɗangote', 'jack ma', 'marinakis', 'bill gates']",aliko ɗangote|jack ma|marinakis|bill gates,"['Northern Nigeria', 'China', 'Greece', 'US']","['low', 'high', 'mid', 'high']",3,D,bill gates
New-en-41,South Korea,mid,Who is the most well known and successful entrepreneur in South Korea?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,"['lee jae-yong', 'hartono', 'bill gates', 'aliko ɗangote']",lee jae-yong|hartono|bill gates|aliko ɗangote,"['South Korea', 'Indonesia', 'US', 'Northern Nigeria']","['mid', 'mid', 'high', 'low']",0,A,lee jae-yong
