ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
New-gr-58,Spain,Europe,Which job is considered underpaid in Spain?,¿Qué trabajo se considera mal pagado en España?,C,"['care workers', 'cooks of the midday meal', 'waiter', 'teachers']","['care workers', 'মধ্যাহ্ন ভোজনৰ ৰান্ধনিসকলৰ', 'camarero', 'teachers']","['UK', 'Assam', 'Spain', 'US']","['Europe', 'South Asia', 'Europe', 'North America']",2,waiter
New-gr-76,Spain,Europe,What is the most common food served during Easter in Spain?,¿Cuál es la comida más común servida durante la Semana Santa en España?,D,"['roast lamb', 'ham', 'egg', 'french toasts']","['roast lamb', 'ham', 'telur', 'torrijas']","['UK', 'US', 'Indonesia', 'Spain']","['Europe', 'North America', 'South Asia', 'Europe']",3,french toasts
New-gr-82,Spain,Europe,What is the most popular music genre among the elderly population in Spain?,¿Cuál es el género musical más popular entre la población anciana en España?,A,"['stanza', 'traditional azerbaijani music', 'boleros', 'laiko']","['copla', 'muğam', 'boleros', 'λαική']","['Spain', 'Azerbaijan', 'Mexico', 'Greece']","['Europe', 'Western Asia', 'North America', 'Europe']",0,stanza
New-ha-07,Spain,Europe,What food originated from Spain and can be found all over the world?,¿Qué comida originaria de España se puede encontrar en todo el mundo?,B,"['tacos', 'spanish omelette', 'kebab', 'souvlaki']","['tacos', 'tortilla de patatas', 'کباب', 'σουβλάκι']","['Mexico', 'Spain', 'Iran', 'Greece']","['North America', 'Europe', 'Western Asia', 'Europe']",1,spanish omelette
New-ha-08,Spain,Europe,What food is typically disliked by children but enjoyed by the elderly in Spain?,¿Qué comida suele no gustarle a los niños pero sí a los mayores en España?,C,"['dovga', 'chickpeas', 'cauliflower', 'vegetables']","['dovğa', 'ρεβύθια', 'coliflor', 'vegetables']","['Azerbaijan', 'Greece', 'Spain', 'US']","['Western Asia', 'Europe', 'Europe', 'North America']",2,cauliflower
New-ha-09,Spain,Europe,What cooking utensil is most commonly used in Spain?,¿Qué utensilio de cocina se utiliza más comúnmente en España?,D,"['pot', 'spatula', 'gas', 'spoon']","['κατσαρολα', 'spatula', 'گاز', 'cuchara']","['Greece', 'US', 'Iran', 'Spain']","['Europe', 'North America', 'Western Asia', 'Europe']",3,spoon
New-ha-13,Spain,Europe,Which is the most popular vegetable in Spain?,¿Cuál es la verdura más popular en España?,A,"['tomato', 'chili pepper', 'carrots', 'cucumber']","['tomate', 'chile', 'carrots', 'xiyar']","['Spain', 'Mexico', 'UK', 'Azerbaijan']","['Europe', 'North America', 'Europe', 'Western Asia']",0,tomato
New-ha-66,Spain,Europe,What is the most popular wedding venue in Spain?,¿Cuál es el lugar de bodas más popular en España?,B,"['gretna green', 'churches', 'cancun', 'wedding hall']","['gretna green', 'iglesias', 'Cancún', 'سالن عروسی']","['UK', 'Spain', 'Mexico', 'Iran']","['Europe', 'Europe', 'North America', 'Western Asia']",1,churches
New-in-03,Spain,Europe,What type of food from Spain is typically served in restaurants overseas?,¿Qué tipo de comida de España se sirve típicamente en restaurantes en el extranjero?,C,"['burgers', 'dolma', 'paella', 'fish & chips']","['burgers', 'dolma', 'paella', 'fish & chips']","['US', 'Azerbaijan', 'Spain', 'UK']","['North America', 'Western Asia', 'Europe', 'Europe']",2,paella
New-in-33,Spain,Europe,What region in Spain is usually associated with mining?,¿Qué región de España se asocia normalmente con la minería?,D,"['yorkshire', 'kerman', 'southern states', 'asturias']","['yorkshire', 'کرمان', 'southern states', 'Asturias']","['UK', 'Iran', 'US', 'Spain']","['Europe', 'Western Asia', 'North America', 'Europe']",3,asturias
New-in-34,Spain,Europe,What region in Spain is usually associated with oil?,¿Qué región de España se asocia normalmente con el aceite?,A,"['andalusia', 'thasos', 'absheron', 'digboi']","['Andalucía', 'Θάσος', 'abşeron', 'ডিগবৈ']","['Spain', 'Greece', 'Azerbaijan', 'Assam']","['Europe', 'Europe', 'Western Asia', 'South Asia']",0,andalusia
New-in-62,Spain,Europe,What university in Spain is popular because of its engineering major? (Provide the official name.),¿Qué universidad en España es popular por su carrera de ingeniería? (Proporciona el nombre oficial.),B,"['sharif university of technology', 'polytechnic university of madrid', 'national technical university of athens', 'tezpur university']","['دانشگاه صنعتی شریف', 'Universidad Politécnica de Madrid', 'Εθνικό Μετσόβιο Πολυτεχνείο', 'তেজপুৰ বিশ্ববিদ্যালয়']","['Iran', 'Spain', 'Greece', 'Assam']","['Western Asia', 'Europe', 'Europe', 'South Asia']",1,polytechnic university of madrid
New-in-63,Spain,Europe,What university in Spain is popular because of its school of medicine? (Provide the official name.),¿Qué universidad en España es popular por su facultad de medicina? (Proporciona el nombre oficial.),C,"['aristotelian', 'the university of indonesia', 'university of barcelona', 'azerbaijan medical university']","['Αριστοτέλειο', 'universitas indonesia', 'Universidad de Barcelona', 'azərbaycan tibb universiteti']","['Greece', 'Indonesia', 'Spain', 'Azerbaijan']","['Europe', 'South Asia', 'Europe', 'Western Asia']",2,university of barcelona
New-in-80,Spain,Europe,What is the most famous theme park in Spain?,¿Cuál es el parque temático más famoso de España?,D,"['mia fora ki enan kairo', 'dunia fantasi', 'eram park', 'portaventura']","['Μια φορά κι έναν καιρό', 'dunia fantasi', 'پارک ارم', 'PortAventura']","['Greece', 'Indonesia', 'Iran', 'Spain']","['Europe', 'South Asia', 'Western Asia', 'Europe']",3,portaventura
New-ko-01,Spain,Europe,What is the most popular children's animation that is commonly watched by kids in Spain?,¿Cuál es la serie de animación infantil más popular que suelen ver los niños en España?,A,"['paw patrol', 'masha and the bear', 'peppa pig', 'motu patlu']","['Patrulla Canina', 'maşa və ayı', 'peppa pig', 'মটু পাতলু']","['Spain', 'Azerbaijan', 'UK', 'Assam']","['Europe', 'Western Asia', 'Europe', 'South Asia']",0,paw patrol
New-ko-03,Spain,Europe,What is the most popular children's song in Spain that families sing together?,¿Cuál es la canción infantil más popular en España que las familias cantan juntas?,B,"['twinkle twinkle little star', 'the potato dance', 'i have a round ball', 'bihu song']","['twinkle twinkle little star', 'El corro de la patata', 'یه توپ دارم قلقلیه', 'বিহুগীত']","['UK', 'Spain', 'Iran', 'Assam']","['Europe', 'Europe', 'Western Asia', 'South Asia']",1,the potato dance
New-ko-04,Spain,Europe,Which toys are most popular among boys in Spain?,¿Cuáles son los juguetes más populares entre los niños en España?,C,"['car', 'soccer', 'barbecue', 'cars']","['maşınlar', 'sepakbola', 'Barbie', 'cars']","['Azerbaijan', 'Indonesia', 'Spain', 'UK']","['Western Asia', 'South Asia', 'Europe', 'Europe']",2,barbecue
New-ko-05,Spain,Europe,Which toys are most popular among girls in Spain?,¿Cuáles son los juguetes más populares entre las niñas en España?,D,"['dolls', 'knucklebones', 'doll', 'the dolls']","['dolls', 'bekel', 'عروسك', 'las muñecas']","['UK', 'Indonesia', 'Iran', 'Spain']","['Europe', 'South Asia', 'Western Asia', 'Europe']",3,the dolls
New-ko-07,Spain,Europe,What is the customary symbol of condolence used at funerals in Spain?,¿Cuál es el símbolo habitual de condolencia utilizado en los funerales en España?,A,"['condolence', 'black clothes', 'prayer', 'chrysanthemum']","['expresar condolencias', 'μαύρα ρούχα', 'الدعاء', '菊花']","['Spain', 'Greece', 'Algeria', 'China']","['Europe', 'Europe', 'Africa', 'East Asia']",0,condolence
New-ko-08,Spain,Europe,Where do university students in Spain tend to work part-time the most?,¿Dónde suelen trabajar a tiempo parcial los estudiantes universitarios en España?,B,"['cafes', 'consultancies', 'cafe', 'call center']","['καφετέριες', 'consultorías', '카페', 'مراكز المكالمات']","['Greece', 'Spain', 'South_Korea', 'Algeria']","['Europe', 'Europe', 'East Asia', 'Africa']",1,consultancies
New-ko-10,Spain,Europe,What are the most common activities people do as a side job in Spain?,¿Cuáles son las actividades más comunes que la gente hace como trabajo secundario en España?,C,"['waiter', 'fishing', 'call center agent', 'commerce']","['服务员', 'ψάρεμα', 'teleoperador', 'ንግድ']","['China', 'Greece', 'Spain', 'Ethiopia']","['East Asia', 'Europe', 'Europe', 'Africa']",2,call center agent
New-pe-02,Spain,Europe,What is the most famous edible souvenir for tourists in Spain?,¿Cuál es el recuerdo comestible más famoso para los turistas en España?,D,"['souvlaki', 'yakgwa', 'chicken stew', 'paella']","['σουβλάκι', '과줄', 'ዶሮ ወጥ', 'paella']","['Greece', 'South_Korea', 'Ethiopia', 'Spain']","['Europe', 'East Asia', 'Africa', 'Europe']",3,paella
New-pe-06,Spain,Europe,What is the most popular stew in Spain?,¿Cuál es el guiso más popular en España?,A,"['stew', 'hare', 'taushe sauce', 'braised pork with vermicelli']","['puchero', 'λαγός', 'taushe', '猪肉炖粉条']","['Spain', 'Greece', 'Northern_Nigeria', 'China']","['Europe', 'Europe', 'Africa', 'East Asia']",0,stew
New-pe-11,Spain,Europe,What is the most common spice/herb used in dishes from Spain?,¿Cuál es la especia más común utilizada en los platos de España?,B,"['garlic', 'parsley', 'oregano', 'curry']","['마늘', 'perejil', 'ρίγανη', 'curry']","['South_Korea', 'Spain', 'Greece', 'Northern_Nigeria']","['East Asia', 'Europe', 'Europe', 'Africa']",1,parsley
New-pe-16,Spain,Europe,What is the most famous traditional sport in Spain?,¿Cuál es el deporte tradicional más famoso de España?,C,"['ball', 'ping pong', 'basque ball', 'soccer']","['كرة القدم', '乒乓球', 'pelota vasca', 'soccer']","['Algeria', 'China', 'Spain', 'UK']","['Africa', 'East Asia', 'Europe', 'Europe']",2,basque ball
New-pe-53,Spain,Europe,What gifts do fathers get on Father's Day (or Parents' Day) in Spain?,¿Qué regalos reciben los padres en el Día del Padre (o Día de los Padres) en España?,D,"['perfume', 'money', 'socks', 'a drawing']","['عطور', '돈', 'socks', 'un dibujo']","['Algeria', 'South_Korea', 'UK', 'Spain']","['Africa', 'East Asia', 'Europe', 'Europe']",3,a drawing
New-pe-65,Spain,Europe,"How many subjects are taught in middle schools in Spain? (Provide Arabic numerals (e.g., 12) only.)","¿Cuántas asignaturas se imparten en los institutos de secundaria en España? (Proporciona solo números arábigos (por ejemplo, 12).)",A,"['10', '7', '11', '9']","['10', '7', '11', '9']","['Spain', 'UK', 'Ethiopia', 'China']","['Europe', 'Europe', 'Africa', 'East Asia']",0,10
New-pe-74,Spain,Europe,How much is the average annual tuition fee for public universities in Spain?,¿Cuál es la cuota de matrícula anual promedio para las universidades públicas en España?,B,"['5,000,000', '800', '5400', '9000']","['5,000,000', '800', '5400', '9000']","['South_Korea', 'Spain', 'Ethiopia', 'UK']","['East Asia', 'Europe', 'Africa', 'Europe']",1,800
New-pe-76,Spain,Europe,What is a popular activity to do in parks in Spain?,¿Cuál es una actividad popular para hacer en los parques en España?,C,"['walk', 'square dance', 'to run', 'riding a bicycle']","['walk', '广场舞', 'correr', 'hawa lilo']","['UK', 'China', 'Spain', 'Northern_Nigeria']","['Europe', 'East Asia', 'Europe', 'Africa']",2,to run
New-pe-83,Spain,Europe,What is the popular card game played during social gatherings in Spain?,¿Cuál es el juego de cartas popular que se juega durante las reuniones sociales en España?,D,"['wrestler', 'matgo', 'poker', 'brisca']","['karta', '고스톱', 'poker', 'brisca']","['Northern_Nigeria', 'South_Korea', 'UK', 'Spain']","['Africa', 'East Asia', 'Europe', 'Europe']",3,brisca
New-pe-86,Spain,Europe,What is the name of the most famous tower in Spain?,¿Cómo se llama la torre más famosa de España?,A,"['bell tower', 'latin american tower', ""martyr's memorial"", 'white']","['Giralda', 'torre latinoamericana', 'مقام الشهيد', 'λευκός']","['Spain', 'Mexico', 'Algeria', 'Greece']","['Europe', 'North America', 'Africa', 'Europe']",0,bell tower
New-spme-04,Spain,Europe,Which agricultural product is exported most often in Spain?,¿Cuál es el producto agrícola que más se exporta en España?,B,"['corn', 'oranges', 'dates', 'olive oil']","['corn', 'naranjas', 'التمور', 'λάδι']","['US', 'Spain', 'Algeria', 'Greece']","['North America', 'Europe', 'Africa', 'Europe']",1,oranges
New-spme-05,Spain,Europe,What are the most popular sweets in Spain?,¿Cuáles son los dulces más populares en España?,C,"['marzipan', 'galaktompoureko', 'french toasts', 'temmer']","['mazapan', 'γαλακτομπούρεκο', 'torrijas', 'ቴምር']","['Mexico', 'Greece', 'Spain', 'Ethiopia']","['North America', 'Europe', 'Europe', 'Africa']",2,french toasts
New-spme-37,Spain,Europe,Which profession is most commonly studied abroad by students from Spain?,¿Cuál es la profesión que más estudian en el extranjero los estudiantes de España?,D,"['finance', 'medical', 'engineering', 'medicine']","['finance', 'ιατρός', 'ምህንድስና', 'medicina']","['US', 'Greece', 'Ethiopia', 'Spain']","['North America', 'Europe', 'Africa', 'Europe']",3,medicine
New-spme-68,Spain,Europe,What is the most popular beverage among children in Spain?,¿Cuál es la bebida más popular entre los niños en España?,A,"['coca-cola', 'milk', 'juice', 'fool']","['Coca-Cola', 'γάλα', 'jugo', 'bobo']","['Spain', 'Greece', 'Mexico', 'Northern_Nigeria']","['Europe', 'Europe', 'North America', 'Africa']",0,coca-cola
New-su-01,Spain,Europe,What snacks are usually sold in front of schools in Spain?,¿Qué aperitivos se venden habitualmente frente a las escuelas en España?,B,"['fried bean cake', 'little worms', 'chips', 'koulouri']","['awara', 'gusanitos', 'chips', 'κουλούρι']","['Northern_Nigeria', 'Spain', 'US', 'Greece']","['Africa', 'Europe', 'North America', 'Europe']",1,little worms
New-su-10,Spain,Europe,What food is commonly consumed by pregnant women in Spain?,¿Qué alimentos consumen habitualmente las mujeres embarazadas en España?,C,"['ice cream', 'fruit', 'milk', 'pizza']","['ice cream', 'الفاكهة', 'leche', 'pizza']","['UK', 'Algeria', 'Spain', 'Mexico']","['Europe', 'Africa', 'Europe', 'North America']",2,milk
New-su-15,Spain,Europe,What is the most popular traditional non-alcoholic drink in Spain?,¿Cuál es la bebida tradicional sin alcohol más popular en España?,D,"['soda', 'coffee', 'tea', 'cold tomato soup']","['المشروب الغازي', 'coffee', 'tea', 'gazpacho']","['Algeria', 'US', 'UK', 'Spain']","['Africa', 'North America', 'Europe', 'Europe']",3,cold tomato soup
New-su-17,Spain,Europe,What sports facilities are generally available in parks in Spain?,¿Qué instalaciones deportivas suele haber en los parques de España?,A,"['bicycle lane', 'soccer field', 'athletics federation', 'soccer fields']","['carril de bicicleta', 'soccer field', 'አትሌቲክስ ፌዴሬሽን', 'canchas de fútbol']","['Spain', 'UK', 'Ethiopia', 'Mexico']","['Europe', 'Europe', 'Africa', 'North America']",0,bicycle lane
